route,weather,hour,day_of_week,delay_minutes
Route 111 (CBD-Rongai),cloudy,7.0,Sunday,24.9
Route 33 (CBD-Umoja),heavy_rain,13.0,Friday,23.0
Route 111 (CBD-Rongai),,20.0,Tuesday,7.1
Route 111 (CBD-Rongai),cloudy,19.0,Tuesday,31.0
Route 33 (CBD-Umoja),sunny,5.0,Monday,2.3
Route 111 (CBD-Rongai),cloudy,7.0,Sunday,25.7
Route 58 (CBD-Westlands),light_rain,5.0,Monday,18.0
Route 9 (CBD-Karen),heavy_rain,17.0,Monday,32.6
Route 9 (CBD-Karen),cloudy,15.0,Friday,9.8
Route 33 (CBD-Umoja),sunny,22.0,Saturday,
Route 9 (CBD-Karen),light_rain,6.0,Monday,25.2
Route 33 (CBD-Umoja),light_rain,18.0,Monday,30.3
Route 58 (CBD-Westlands),light_rain,20.0,Thursday,14.6
Route 9 (CBD-Karen),light_rain,17.0,Tuesday,32.3
Route 58 (CBD-Westlands),cloudy,14.0,Thursday,12.8
Route 9 (CBD-Karen),heavy_rain,8.0,Sunday,30.5
Route 33 (CBD-Umoja),cloudy,20.0,Sunday,5.3
Route 46 (CBD-Kikuyu),sunny,17.0,Monday,21.4
Route 46 (CBD-Kikuyu),heavy_rain,15.0,Wednesday,37.5
Route 111 (CBD-Rongai),heavy_rain,15.0,Monday,43.7
Route 9 (CBD-Karen),light_rain,9.0,Friday,24.1
Route 111 (CBD-Rongai),heavy_rain,5.0,Friday,38.0
Route 33 (CBD-Umoja),light_rain,8.0,Tuesday,19.2
Route 58 (CBD-Westlands),heavy_rain,21.0,Wednesday,22.2
Route 9 (CBD-Karen),cloudy,13.0,Monday,12.0
Route 9 (CBD-Karen),cloudy,5.0,Thursday,7.2
Route 33 (CBD-Umoja),sunny,18.0,Friday,16.9
Route 46 (CBD-Kikuyu),heavy_rain,9.0,Saturday,45.1
Route 111 (CBD-Rongai),heavy_rain,18.0,Saturday,54.0
Route 111 (CBD-Rongai),,15.0,Monday,
Route 111 (CBD-Rongai),light_rain,8.0,Saturday,
Route 111 (CBD-Rongai),heavy_rain,22.0,Wednesday,50.7
Route 111 (CBD-Rongai),heavy_rain,8.0,Friday,55.3
Route 33 (CBD-Umoja),heavy_rain,18.0,Thursday,27.9
Route 58 (CBD-Westlands),cloudy,14.0,Friday,
Route 46 (CBD-Kikuyu),cloudy,8.0,Wednesday,28.4
Route 46 (CBD-Kikuyu),heavy_rain,22.0,Tuesday,36.9
Route 9 (CBD-Karen),sunny,21.0,Saturday,3.5
Route 9 (CBD-Karen),light_rain,14.0,Saturday,13.2
Route 46 (CBD-Kikuyu),sunny,7.0,Tuesday,22.5
Route 58 (CBD-Westlands),sunny,22.0,Tuesday,11.3
Route 46 (CBD-Kikuyu),sunny,9.0,Wednesday,14.0
Route 111 (CBD-Rongai),cloudy,6.0,Saturday,16.7
Route 58 (CBD-Westlands),light_rain,15.0,Friday,23.1
Route 33 (CBD-Umoja),heavy_rain,19.0,Thursday,26.7
Route 46 (CBD-Kikuyu),heavy_rain,16.0,Friday,33.8
Route 111 (CBD-Rongai),sunny,9.0,Sunday,21.0
Route 111 (CBD-Rongai),cloudy,9.0,Sunday,29.0
Route 9 (CBD-Karen),light_rain,6.0,Sunday,
Route 46 (CBD-Kikuyu),light_rain,5.0,Friday,18.6
Route 58 (CBD-Westlands),heavy_rain,8.0,Sunday,40.1
Route 9 (CBD-Karen),sunny,6.0,Monday,13.7
Route 9 (CBD-Karen),light_rain,12.0,Sunday,9.6
Route 33 (CBD-Umoja),sunny,13.0,Thursday,10.0
Route 111 (CBD-Rongai),sunny,22.0,Friday,20.1
Route 33 (CBD-Umoja),heavy_rain,13.0,Friday,21.8
Route 46 (CBD-Kikuyu),sunny,14.0,Wednesday,7.2
Route 9 (CBD-Karen),cloudy,6.0,Wednesday,16.0
Route 46 (CBD-Kikuyu),sunny,10.0,Sunday,7.7
Route 58 (CBD-Westlands),sunny,6.0,Wednesday,10.6
Route 33 (CBD-Umoja),light_rain,20.0,Wednesday,23.4
Route 33 (CBD-Umoja),light_rain,10.0,Thursday,14.0
Route 46 (CBD-Kikuyu),light_rain,5.0,Thursday,20.9
Route 9 (CBD-Karen),cloudy,22.0,Wednesday,3.2
Route 33 (CBD-Umoja),cloudy,15.0,Tuesday,15.2
Route 46 (CBD-Kikuyu),heavy_rain,16.0,Monday,28.2
Route 46 (CBD-Kikuyu),sunny,21.0,Saturday,6.0
Route 33 (CBD-Umoja),,8.0,Tuesday,21.5
Route 111 (CBD-Rongai),light_rain,6.0,Wednesday,34.5
Route 46 (CBD-Kikuyu),cloudy,11.0,Sunday,15.9
Route 58 (CBD-Westlands),heavy_rain,22.0,Friday,28.2
Route 46 (CBD-Kikuyu),heavy_rain,11.0,Monday,34.8
Route 58 (CBD-Westlands),sunny,17.0,Monday,19.6
Route 111 (CBD-Rongai),sunny,9.0,Wednesday,28.6
Route 58 (CBD-Westlands),light_rain,7.0,Tuesday,29.5
Route 46 (CBD-Kikuyu),cloudy,18.0,Thursday,30.7
Route 58 (CBD-Westlands),heavy_rain,16.0,Saturday,28.7
Route 9 (CBD-Karen),light_rain,16.0,Thursday,
Route 46 (CBD-Kikuyu),light_rain,8.0,Wednesday,31.0
Route 33 (CBD-Umoja),heavy_rain,22.0,Friday,22.2
Route 33 (CBD-Umoja),cloudy,11.0,Monday,9.2
Route 58 (CBD-Westlands),cloudy,,Saturday,16.1
Route 33 (CBD-Umoja),cloudy,,Monday,8.0
Route 46 (CBD-Kikuyu),heavy_rain,17.0,Thursday,43.9
Route 58 (CBD-Westlands),heavy_rain,6.0,Saturday,28.4
Route 46 (CBD-Kikuyu),heavy_rain,,Tuesday,42.9
Route 111 (CBD-Rongai),cloudy,21.0,Monday,16.8
Route 58 (CBD-Westlands),,11.0,Sunday,10.6
Route 46 (CBD-Kikuyu),cloudy,14.0,Thursday,17.3
Route 33 (CBD-Umoja),,9.0,Monday,29.9
Route 111 (CBD-Rongai),cloudy,17.0,Thursday,35.3
Route 33 (CBD-Umoja),heavy_rain,,Friday,23.3
Route 111 (CBD-Rongai),sunny,10.0,Thursday,15.6
Route 9 (CBD-Karen),cloudy,22.0,Saturday,5.5
Route 111 (CBD-Rongai),sunny,19.0,Friday,23.8
Route 46 (CBD-Kikuyu),heavy_rain,19.0,Monday,46.4
Route 58 (CBD-Westlands),,22.0,Saturday,21.0
Route 9 (CBD-Karen),light_rain,21.0,Thursday,14.7
Route 9 (CBD-Karen),cloudy,11.0,Wednesday,11.0
Route 111 (CBD-Rongai),cloudy,17.0,Monday,37.5
Route 46 (CBD-Kikuyu),sunny,18.0,Saturday,22.0
Route 9 (CBD-Karen),heavy_rain,14.0,Tuesday,25.7
Route 33 (CBD-Umoja),cloudy,19.0,Friday,14.8
Route 58 (CBD-Westlands),heavy_rain,8.0,Tuesday,41.5
Route 111 (CBD-Rongai),sunny,14.0,Monday,14.3
Route 33 (CBD-Umoja),cloudy,19.0,Tuesday,15.1
Route 33 (CBD-Umoja),heavy_rain,15.0,Thursday,17.8
Route 9 (CBD-Karen),light_rain,12.0,Tuesday,13.7
Route 111 (CBD-Rongai),cloudy,6.0,Wednesday,20.7
Route 58 (CBD-Westlands),sunny,21.0,Wednesday,6.2
Route 9 (CBD-Karen),heavy_rain,13.0,Monday,27.8
Route 111 (CBD-Rongai),heavy_rain,9.0,Monday,57.7
Route 9 (CBD-Karen),heavy_rain,15.0,Saturday,12.2
Route 9 (CBD-Karen),cloudy,13.0,Wednesday,15.9
Route 46 (CBD-Kikuyu),cloudy,6.0,Thursday,13.6
Route 46 (CBD-Kikuyu),light_rain,6.0,Thursday,25.8
Route 9 (CBD-Karen),sunny,12.0,Friday,9.7
Route 46 (CBD-Kikuyu),heavy_rain,22.0,Friday,33.7
Route 58 (CBD-Westlands),heavy_rain,9.0,Tuesday,38.1
Route 46 (CBD-Kikuyu),heavy_rain,10.0,Friday,38.4
Route 58 (CBD-Westlands),light_rain,17.0,Wednesday,24.2
Route 9 (CBD-Karen),cloudy,20.0,Saturday,10.4
Route 46 (CBD-Kikuyu),cloudy,18.0,Tuesday,
Route 111 (CBD-Rongai),sunny,6.0,Saturday,16.9
Route 9 (CBD-Karen),heavy_rain,6.0,Friday,33.3
Route 33 (CBD-Umoja),sunny,5.0,Monday,5.9
Route 46 (CBD-Kikuyu),light_rain,14.0,Wednesday,26.2
Route 33 (CBD-Umoja),sunny,20.0,Friday,7.6
Route 111 (CBD-Rongai),light_rain,10.0,Sunday,29.7
Route 58 (CBD-Westlands),light_rain,22.0,Friday,19.2
Route 58 (CBD-Westlands),sunny,20.0,Sunday,6.4
Route 111 (CBD-Rongai),light_rain,17.0,Friday,44.0
Route 46 (CBD-Kikuyu),heavy_rain,7.0,Sunday,37.6
Route 9 (CBD-Karen),,,Wednesday,14.3
Route 58 (CBD-Westlands),heavy_rain,18.0,Sunday,32.7
Route 9 (CBD-Karen),heavy_rain,15.0,Tuesday,26.5
Route 33 (CBD-Umoja),light_rain,11.0,Wednesday,18.4
Route 33 (CBD-Umoja),sunny,18.0,Monday,18.4
Route 9 (CBD-Karen),cloudy,22.0,Friday,17.3
Route 46 (CBD-Kikuyu),heavy_rain,15.0,Friday,28.2
Route 33 (CBD-Umoja),light_rain,15.0,Tuesday,11.0
Route 58 (CBD-Westlands),cloudy,6.0,Sunday,9.2
Route 58 (CBD-Westlands),sunny,12.0,Saturday,7.5
Route 111 (CBD-Rongai),light_rain,14.0,Saturday,25.1
Route 58 (CBD-Westlands),light_rain,16.0,Saturday,18.0
Route 111 (CBD-Rongai),light_rain,6.0,Wednesday,27.0
Route 58 (CBD-Westlands),light_rain,17.0,Saturday,25.8
Route 46 (CBD-Kikuyu),cloudy,,Monday,16.6
Route 33 (CBD-Umoja),sunny,6.0,Friday,4.3
Route 58 (CBD-Westlands),cloudy,12.0,Monday,13.9
Route 46 (CBD-Kikuyu),cloudy,18.0,Wednesday,26.2
Route 33 (CBD-Umoja),cloudy,,Friday,8.9
Route 111 (CBD-Rongai),sunny,16.0,Sunday,14.1
Route 9 (CBD-Karen),light_rain,17.0,Wednesday,26.3
Route 58 (CBD-Westlands),light_rain,11.0,Wednesday,17.5
Route 33 (CBD-Umoja),sunny,18.0,Sunday,19.1
Route 46 (CBD-Kikuyu),light_rain,14.0,Tuesday,17.7
Route 9 (CBD-Karen),light_rain,5.0,Saturday,9.1
Route 33 (CBD-Umoja),cloudy,21.0,Tuesday,20.7
Route 111 (CBD-Rongai),light_rain,9.0,Monday,34.6
Route 9 (CBD-Karen),heavy_rain,22.0,Friday,18.6
Route 111 (CBD-Rongai),sunny,,Monday,
Route 9 (CBD-Karen),sunny,17.0,Tuesday,11.7
Route 58 (CBD-Westlands),light_rain,11.0,Tuesday,
Route 111 (CBD-Rongai),sunny,13.0,Saturday,22.6
Route 58 (CBD-Westlands),heavy_rain,21.0,Thursday,22.6
Route 58 (CBD-Westlands),heavy_rain,11.0,Thursday,20.9
Route 9 (CBD-Karen),light_rain,13.0,Monday,10.0
Route 58 (CBD-Westlands),light_rain,19.0,Saturday,28.8
Route 58 (CBD-Westlands),sunny,8.0,Thursday,26.5
Route 46 (CBD-Kikuyu),light_rain,10.0,Thursday,20.3
Route 111 (CBD-Rongai),sunny,16.0,Saturday,16.7
Route 33 (CBD-Umoja),heavy_rain,12.0,Monday,24.8
Route 111 (CBD-Rongai),light_rain,17.0,Monday,45.9
Route 111 (CBD-Rongai),heavy_rain,16.0,Saturday,
Route 33 (CBD-Umoja),sunny,10.0,Thursday,0.0
Route 46 (CBD-Kikuyu),light_rain,21.0,Saturday,15.1
Route 33 (CBD-Umoja),light_rain,8.0,Saturday,17.1
Route 33 (CBD-Umoja),heavy_rain,,Monday,18.2
Route 111 (CBD-Rongai),heavy_rain,11.0,Tuesday,42.4
Route 58 (CBD-Westlands),heavy_rain,14.0,Saturday,29.3
Route 111 (CBD-Rongai),heavy_rain,15.0,Tuesday,48.3
Route 9 (CBD-Karen),cloudy,22.0,Thursday,11.3
Route 111 (CBD-Rongai),cloudy,8.0,Wednesday,36.0
Route 9 (CBD-Karen),sunny,17.0,Saturday,17.4
Route 111 (CBD-Rongai),cloudy,13.0,Saturday,17.9
Route 58 (CBD-Westlands),heavy_rain,19.0,Saturday,38.4
Route 58 (CBD-Westlands),,21.0,Wednesday,29.1
Route 33 (CBD-Umoja),cloudy,16.0,Monday,
Route 58 (CBD-Westlands),sunny,22.0,Thursday,6.2
Route 46 (CBD-Kikuyu),sunny,13.0,Wednesday,11.9
Route 33 (CBD-Umoja),heavy_rain,17.0,Saturday,
Route 33 (CBD-Umoja),light_rain,6.0,Saturday,
Route 33 (CBD-Umoja),sunny,10.0,Thursday,13.1
Route 9 (CBD-Karen),heavy_rain,16.0,Thursday,23.9
Route 111 (CBD-Rongai),light_rain,19.0,Tuesday,33.1
Route 9 (CBD-Karen),,6.0,Wednesday,13.4
Route 58 (CBD-Westlands),cloudy,12.0,Monday,17.4
Route 58 (CBD-Westlands),sunny,,Saturday,0.2
Route 33 (CBD-Umoja),heavy_rain,15.0,Tuesday,19.2
Route 33 (CBD-Umoja),light_rain,11.0,Sunday,2.4
Route 33 (CBD-Umoja),heavy_rain,21.0,Monday,16.5
Route 58 (CBD-Westlands),sunny,17.0,Monday,18.4
Route 33 (CBD-Umoja),heavy_rain,17.0,Monday,32.4
Route 111 (CBD-Rongai),sunny,15.0,Friday,18.5
Route 46 (CBD-Kikuyu),heavy_rain,19.0,Friday,38.5
Route 9 (CBD-Karen),heavy_rain,19.0,Monday,37.5
Route 46 (CBD-Kikuyu),heavy_rain,13.0,Friday,27.9
Route 46 (CBD-Kikuyu),cloudy,5.0,Friday,18.1
Route 111 (CBD-Rongai),heavy_rain,22.0,Friday,39.9
Route 111 (CBD-Rongai),light_rain,17.0,Friday,37.3
Route 58 (CBD-Westlands),heavy_rain,13.0,Friday,
Route 33 (CBD-Umoja),heavy_rain,7.0,Wednesday,31.3
Route 9 (CBD-Karen),sunny,8.0,Sunday,21.3
Route 58 (CBD-Westlands),heavy_rain,19.0,Sunday,34.5
Route 9 (CBD-Karen),heavy_rain,19.0,Sunday,31.2
Route 46 (CBD-Kikuyu),cloudy,22.0,Tuesday,15.0
Route 46 (CBD-Kikuyu),sunny,12.0,Thursday,14.7
Route 9 (CBD-Karen),cloudy,11.0,Saturday,9.8
Route 58 (CBD-Westlands),heavy_rain,22.0,Monday,28.4
Route 46 (CBD-Kikuyu),sunny,16.0,Monday,6.8
Route 46 (CBD-Kikuyu),sunny,5.0,Wednesday,15.3
Route 9 (CBD-Karen),light_rain,13.0,Monday,17.5
Route 9 (CBD-Karen),sunny,12.0,Friday,7.3
Route 33 (CBD-Umoja),sunny,10.0,Thursday,2.9
Route 46 (CBD-Kikuyu),heavy_rain,6.0,Saturday,35.5
Route 9 (CBD-Karen),light_rain,7.0,Thursday,28.0
Route 33 (CBD-Umoja),sunny,20.0,Sunday,3.1
Route 58 (CBD-Westlands),sunny,18.0,Sunday,
Route 46 (CBD-Kikuyu),light_rain,22.0,Tuesday,19.1
Route 111 (CBD-Rongai),heavy_rain,15.0,Saturday,
Route 58 (CBD-Westlands),sunny,11.0,Monday,12.6
Route 111 (CBD-Rongai),sunny,19.0,Wednesday,25.8
Route 58 (CBD-Westlands),light_rain,14.0,Saturday,17.2
Route 33 (CBD-Umoja),light_rain,16.0,Sunday,5.5
Route 33 (CBD-Umoja),sunny,7.0,Monday,24.0
Route 58 (CBD-Westlands),light_rain,9.0,Tuesday,34.6
Route 111 (CBD-Rongai),sunny,22.0,Wednesday,16.1
Route 46 (CBD-Kikuyu),cloudy,12.0,Friday,14.3
Route 58 (CBD-Westlands),light_rain,13.0,Friday,8.7
Route 33 (CBD-Umoja),sunny,8.0,Wednesday,12.1
Route 9 (CBD-Karen),sunny,16.0,Sunday,0.6
Route 9 (CBD-Karen),light_rain,12.0,Tuesday,16.5
Route 46 (CBD-Kikuyu),cloudy,20.0,Tuesday,15.5
Route 9 (CBD-Karen),cloudy,12.0,Tuesday,6.6
Route 58 (CBD-Westlands),light_rain,20.0,Sunday,14.1
Route 58 (CBD-Westlands),sunny,20.0,Tuesday,
Route 9 (CBD-Karen),light_rain,15.0,Saturday,14.1
Route 46 (CBD-Kikuyu),cloudy,14.0,Monday,9.2
Route 111 (CBD-Rongai),cloudy,16.0,Saturday,17.1
Route 58 (CBD-Westlands),heavy_rain,5.0,Sunday,19.3
Route 9 (CBD-Karen),,11.0,Thursday,27.6
Route 58 (CBD-Westlands),cloudy,18.0,Tuesday,27.5
Route 111 (CBD-Rongai),,16.0,Sunday,35.6
Route 58 (CBD-Westlands),heavy_rain,5.0,Sunday,21.7
Route 9 (CBD-Karen),heavy_rain,20.0,Wednesday,22.2
Route 111 (CBD-Rongai),cloudy,20.0,Monday,12.6
Route 46 (CBD-Kikuyu),,5.0,Friday,34.9
Route 9 (CBD-Karen),cloudy,21.0,Tuesday,10.9
Route 33 (CBD-Umoja),cloudy,9.0,Saturday,19.5
Route 46 (CBD-Kikuyu),heavy_rain,15.0,Thursday,29.2
Route 111 (CBD-Rongai),heavy_rain,13.0,Sunday,36.7
Route 111 (CBD-Rongai),,10.0,Tuesday,15.6
Route 9 (CBD-Karen),heavy_rain,13.0,Saturday,16.0
Route 111 (CBD-Rongai),sunny,11.0,Friday,13.3
Route 111 (CBD-Rongai),sunny,18.0,Friday,32.0
Route 9 (CBD-Karen),light_rain,7.0,Monday,23.2
Route 46 (CBD-Kikuyu),cloudy,9.0,Monday,27.3
Route 111 (CBD-Rongai),sunny,14.0,Saturday,12.5
Route 33 (CBD-Umoja),sunny,12.0,Thursday,2.9
Route 46 (CBD-Kikuyu),light_rain,18.0,Tuesday,31.7
Route 46 (CBD-Kikuyu),light_rain,7.0,Tuesday,34.8
Route 46 (CBD-Kikuyu),sunny,22.0,Friday,9.2
Route 33 (CBD-Umoja),sunny,7.0,Monday,21.2
Route 58 (CBD-Westlands),heavy_rain,5.0,Tuesday,
Route 9 (CBD-Karen),light_rain,13.0,Sunday,10.1
Route 58 (CBD-Westlands),sunny,11.0,Tuesday,14.1
Route 111 (CBD-Rongai),heavy_rain,11.0,Sunday,36.5
Route 33 (CBD-Umoja),sunny,21.0,Monday,8.2
Route 58 (CBD-Westlands),sunny,20.0,Friday,10.7
Route 46 (CBD-Kikuyu),light_rain,10.0,Monday,22.9
Route 33 (CBD-Umoja),heavy_rain,13.0,Thursday,9.7
Route 58 (CBD-Westlands),sunny,8.0,Tuesday,14.7
Route 9 (CBD-Karen),heavy_rain,5.0,Tuesday,26.5
Route 33 (CBD-Umoja),heavy_rain,21.0,Monday,23.3
Route 58 (CBD-Westlands),cloudy,20.0,Sunday,6.8
Route 33 (CBD-Umoja),light_rain,,Monday,11.8
Route 111 (CBD-Rongai),light_rain,9.0,Sunday,36.0
Route 46 (CBD-Kikuyu),sunny,5.0,Friday,16.8
Route 33 (CBD-Umoja),heavy_rain,10.0,Sunday,7.1
Route 58 (CBD-Westlands),cloudy,11.0,Friday,10.9
Route 33 (CBD-Umoja),cloudy,5.0,Sunday,4.3
Route 33 (CBD-Umoja),light_rain,5.0,Monday,15.6
Route 111 (CBD-Rongai),sunny,12.0,Sunday,24.0
Route 111 (CBD-Rongai),cloudy,6.0,Saturday,16.7
Route 46 (CBD-Kikuyu),sunny,18.0,Saturday,14.4
Route 9 (CBD-Karen),cloudy,12.0,Tuesday,13.6
Route 58 (CBD-Westlands),heavy_rain,9.0,Wednesday,44.1
Route 46 (CBD-Kikuyu),light_rain,17.0,Monday,32.8
Route 33 (CBD-Umoja),light_rain,8.0,Tuesday,19.2
Route 111 (CBD-Rongai),cloudy,6.0,Sunday,21.4
Route 58 (CBD-Westlands),light_rain,5.0,Thursday,21.9
Route 46 (CBD-Kikuyu),heavy_rain,18.0,Wednesday,39.5
Route 111 (CBD-Rongai),cloudy,21.0,Wednesday,23.1
Route 46 (CBD-Kikuyu),light_rain,,Monday,26.4
Route 33 (CBD-Umoja),heavy_rain,9.0,Saturday,29.9
Route 9 (CBD-Karen),heavy_rain,21.0,Tuesday,23.7
Route 33 (CBD-Umoja),cloudy,13.0,Sunday,4.2
Route 9 (CBD-Karen),light_rain,17.0,Sunday,26.9
Route 46 (CBD-Kikuyu),sunny,,Tuesday,9.2
Route 9 (CBD-Karen),sunny,,Friday,11.8
Route 46 (CBD-Kikuyu),sunny,20.0,Sunday,4.5
Route 46 (CBD-Kikuyu),cloudy,17.0,Sunday,27.1
Route 33 (CBD-Umoja),light_rain,17.0,Monday,21.8
Route 46 (CBD-Kikuyu),light_rain,11.0,Saturday,23.5
Route 46 (CBD-Kikuyu),heavy_rain,,Monday,35.6
Route 46 (CBD-Kikuyu),heavy_rain,7.0,Monday,38.7
Route 58 (CBD-Westlands),light_rain,20.0,Thursday,24.9
Route 58 (CBD-Westlands),heavy_rain,8.0,Saturday,41.0
Route 9 (CBD-Karen),cloudy,7.0,Sunday,21.5
Route 46 (CBD-Kikuyu),sunny,6.0,Tuesday,11.0
Route 46 (CBD-Kikuyu),light_rain,14.0,Thursday,21.2
Route 9 (CBD-Karen),cloudy,19.0,Saturday,18.6
Route 33 (CBD-Umoja),sunny,5.0,Friday,5.2
Route 46 (CBD-Kikuyu),sunny,13.0,Saturday,16.8
Route 58 (CBD-Westlands),heavy_rain,5.0,Thursday,29.4
Route 33 (CBD-Umoja),cloudy,10.0,Wednesday,0.0
Route 33 (CBD-Umoja),cloudy,13.0,Saturday,7.0
Route 46 (CBD-Kikuyu),sunny,16.0,Wednesday,12.6
Route 33 (CBD-Umoja),sunny,17.0,Tuesday,
Route 46 (CBD-Kikuyu),light_rain,22.0,Tuesday,20.9
Route 58 (CBD-Westlands),heavy_rain,8.0,Monday,42.0
Route 46 (CBD-Kikuyu),cloudy,18.0,Saturday,27.3
Route 58 (CBD-Westlands),sunny,17.0,Wednesday,23.1
Route 111 (CBD-Rongai),heavy_rain,13.0,Thursday,41.8
Route 33 (CBD-Umoja),light_rain,16.0,Monday,12.6
Route 9 (CBD-Karen),cloudy,,Wednesday,22.1
Route 58 (CBD-Westlands),heavy_rain,8.0,Monday,35.6
Route 33 (CBD-Umoja),light_rain,12.0,Friday,15.1
Route 58 (CBD-Westlands),sunny,12.0,Tuesday,13.8
Route 111 (CBD-Rongai),light_rain,8.0,Friday,45.0
Route 46 (CBD-Kikuyu),sunny,16.0,Tuesday,19.0
Route 33 (CBD-Umoja),light_rain,11.0,Monday,10.1
Route 46 (CBD-Kikuyu),cloudy,6.0,Tuesday,
Route 111 (CBD-Rongai),heavy_rain,19.0,Sunday,45.4
Route 33 (CBD-Umoja),,5.0,Wednesday,10.8
Route 111 (CBD-Rongai),sunny,16.0,Thursday,15.9
Route 9 (CBD-Karen),sunny,18.0,Friday,15.9
Route 58 (CBD-Westlands),heavy_rain,18.0,Thursday,39.9
Route 9 (CBD-Karen),light_rain,18.0,Thursday,15.3
Route 46 (CBD-Kikuyu),cloudy,17.0,Tuesday,19.8
Route 58 (CBD-Westlands),cloudy,13.0,Tuesday,13.7
Route 46 (CBD-Kikuyu),sunny,6.0,Wednesday,14.3
Route 33 (CBD-Umoja),light_rain,7.0,Saturday,17.3
Route 111 (CBD-Rongai),cloudy,9.0,Friday,25.3
Route 46 (CBD-Kikuyu),sunny,18.0,Monday,20.7
Route 46 (CBD-Kikuyu),,20.0,Sunday,11.6
Route 58 (CBD-Westlands),heavy_rain,12.0,Thursday,31.1
Route 46 (CBD-Kikuyu),sunny,7.0,Tuesday,23.9
Route 9 (CBD-Karen),sunny,11.0,Wednesday,14.6
Route 111 (CBD-Rongai),cloudy,18.0,Monday,33.2
Route 111 (CBD-Rongai),cloudy,5.0,Thursday,18.6
Route 58 (CBD-Westlands),light_rain,14.0,Monday,18.1
Route 111 (CBD-Rongai),light_rain,19.0,Tuesday,33.2
Route 46 (CBD-Kikuyu),light_rain,10.0,Thursday,22.0
Route 33 (CBD-Umoja),light_rain,12.0,Friday,17.2
Route 9 (CBD-Karen),heavy_rain,21.0,Saturday,22.7
Route 111 (CBD-Rongai),sunny,21.0,Friday,23.6
Route 9 (CBD-Karen),sunny,21.0,Saturday,4.8
Route 9 (CBD-Karen),light_rain,17.0,Sunday,27.4
Route 111 (CBD-Rongai),sunny,19.0,Tuesday,27.2
Route 46 (CBD-Kikuyu),heavy_rain,11.0,Sunday,35.5
Route 46 (CBD-Kikuyu),cloudy,7.0,Friday,26.7
Route 58 (CBD-Westlands),cloudy,21.0,Saturday,
Route 58 (CBD-Westlands),sunny,21.0,Sunday,13.9
Route 33 (CBD-Umoja),heavy_rain,14.0,Thursday,18.4
Route 58 (CBD-Westlands),heavy_rain,22.0,Sunday,25.7
Route 111 (CBD-Rongai),cloudy,10.0,Saturday,22.8
Route 46 (CBD-Kikuyu),sunny,16.0,Wednesday,13.5
Route 46 (CBD-Kikuyu),cloudy,6.0,Tuesday,11.5
Route 33 (CBD-Umoja),cloudy,12.0,Friday,18.2
Route 46 (CBD-Kikuyu),heavy_rain,17.0,Monday,41.7
Route 33 (CBD-Umoja),heavy_rain,10.0,Thursday,19.8
Route 33 (CBD-Umoja),,15.0,Saturday,8.6
Route 46 (CBD-Kikuyu),sunny,10.0,Friday,11.6
Route 58 (CBD-Westlands),light_rain,12.0,Sunday,11.2
Route 58 (CBD-Westlands),heavy_rain,21.0,Monday,29.8
Route 9 (CBD-Karen),cloudy,18.0,Friday,14.8
Route 58 (CBD-Westlands),sunny,19.0,Tuesday,20.8
Route 33 (CBD-Umoja),light_rain,18.0,Sunday,19.8
Route 58 (CBD-Westlands),cloudy,6.0,Sunday,
Route 46 (CBD-Kikuyu),,17.0,Thursday,26.2
Route 33 (CBD-Umoja),cloudy,22.0,Monday,16.0
Route 58 (CBD-Westlands),sunny,22.0,Tuesday,12.4
Route 9 (CBD-Karen),light_rain,17.0,Tuesday,31.7
Route 46 (CBD-Kikuyu),heavy_rain,7.0,Thursday,42.6
Route 111 (CBD-Rongai),heavy_rain,18.0,Monday,49.7
Route 9 (CBD-Karen),sunny,12.0,Thursday,11.1
Route 9 (CBD-Karen),heavy_rain,14.0,Monday,23.1
Route 58 (CBD-Westlands),heavy_rain,17.0,Saturday,30.1
Route 9 (CBD-Karen),heavy_rain,7.0,Sunday,35.9
Route 111 (CBD-Rongai),heavy_rain,20.0,Friday,40.7
Route 9 (CBD-Karen),cloudy,18.0,Monday,14.6
Route 58 (CBD-Westlands),heavy_rain,14.0,Wednesday,34.1
Route 46 (CBD-Kikuyu),heavy_rain,6.0,Wednesday,
Route 9 (CBD-Karen),heavy_rain,20.0,Saturday,17.6
Route 46 (CBD-Kikuyu),cloudy,15.0,Sunday,5.7
Route 111 (CBD-Rongai),sunny,5.0,Tuesday,25.0
Route 46 (CBD-Kikuyu),light_rain,5.0,Tuesday,17.2
Route 33 (CBD-Umoja),light_rain,11.0,Thursday,13.0
Route 46 (CBD-Kikuyu),sunny,21.0,Saturday,13.7
Route 46 (CBD-Kikuyu),heavy_rain,8.0,Friday,45.3
Route 111 (CBD-Rongai),cloudy,11.0,Saturday,17.4
Route 58 (CBD-Westlands),heavy_rain,16.0,Friday,22.0
Route 111 (CBD-Rongai),light_rain,19.0,Wednesday,35.6
Route 58 (CBD-Westlands),cloudy,22.0,Monday,15.2
Route 33 (CBD-Umoja),light_rain,17.0,Monday,19.7
Route 58 (CBD-Westlands),light_rain,,Monday,
Route 111 (CBD-Rongai),heavy_rain,8.0,Thursday,55.9
Route 9 (CBD-Karen),cloudy,,Thursday,25.9
Route 9 (CBD-Karen),light_rain,16.0,Thursday,11.1
Route 33 (CBD-Umoja),light_rain,11.0,Tuesday,21.6
Route 46 (CBD-Kikuyu),heavy_rain,15.0,Thursday,36.7
